eNodeB Name,4G Payload (GB) [sum],DL PRB Usage(%) [mean],Average Users [sum],eNodeB Name [list],eNodeB Name [count],eNodeB Name [nunique],Cell Name [list],Cell Name [count],Cell Name [nunique]
1219_1LT001,910.4517,50.792896,2225.2834,['1219_1LT001'],96,1,['QPGL1B1' 'QPGL1D1' 'QPGL1B2' 'QPGL1D2'],96,4
1219_2LT001,1003.1888,49.48105,2719.5151,['1219_2LT001'],96,1,['PQLOAB1' 'PQLOAD1' 'PQLOAB2' 'PQLOAD2'],96,4
1219_3LT001,989.5978,46.610077,2512.4001,['1219_3LT001'],96,1,['OL31AB1' 'OL31AD1' 'OL31AB2' 'OL31AD2'],96,4
1220_0LT001,1416.9727,53.434196,3932.2979,['1220_0LT001'],144,1,['LOV9PA1' 'LOV9PB1' 'LOV9PA2' 'LOV9PB2' 'LOV9PA3' 'LOV9PB3'],144,6
1220_1LT001,2018.3706,47.626617,5209.6865,['1220_1LT001'],216,1,"['AQG9OA1' 'AQG9OB1' 'AQG9OC1' 'AQG9OA2' 'AQG9OB2' 'AQG9OC2' 'AQG9OA3'
 'AQG9OB3' 'AQG9OC3']",216,9
1220_2LT001,2211.2817,49.91849,5080.7275,['1220_2LT001'],216,1,"['LA3QGA1' 'LA3QGB1' 'LA3QGD1' 'LA3QGA2' 'LA3QGB2' 'LA3QGD2' 'LA3QGA3'
 'LA3QGB3' 'LA3QGD3']",216,9
1220_3LT001,1440.4757,52.20826,3374.0999,['1220_3LT001'],144,1,['Q9V1OA1' 'Q9V1OB1' 'Q9V1OA2' 'Q9V1OB2' 'Q9V1OA3' 'Q9V1OB3'],144,6
1220_4LT001,1453.4913,51.864483,3579.827,['1220_4LT001'],144,1,['OPG1VA1' 'OPG1VB1' 'OPG1VA2' 'OPG1VB2' 'OPG1VA3' 'OPG1VB3'],144,6
1220_5LT001,2079.5745,48.925175,5763.3066,['1220_5LT001'],216,1,"['LQPVGA1' 'LQPVGB1' 'LQPVGD1' 'LQPVGA2' 'LQPVGB2' 'LQPVGD2' 'LQPVGA3'
 'LQPVGB3' 'LQPVGD3']",216,9
1220_6LT001,2152.159,48.05272,5402.6255,['1220_6LT001'],216,1,"['OVPQ9A1' 'OVPQ9B1' 'OVPQ9C1' 'OVPQ9A2' 'OVPQ9B2' 'OVPQ9C2' 'OVPQ9A3'
 'OVPQ9B3' 'OVPQ9C3']",216,9
1221_0LT001,2228.6038,47.217422,5343.5693,['1221_0LT001'],216,1,"['QA9P1A1' 'QA9P1B1' 'QA9P1C1' 'QA9P1A2' 'QA9P1B2' 'QA9P1C2' 'QA9P1A3'
 'QA9P1B3' 'QA9P1C3']",216,9
1221_1LT001,2049.1445,49.2634,5316.764,['1221_1LT001'],216,1,"['LAPV9A1' 'LAPV9B1' 'LAPV9D1' 'LAPV9A2' 'LAPV9B2' 'LAPV9D2' 'LAPV9A3'
 'LAPV9B3' 'LAPV9D3']",216,9
1221_2LT001,2087.2354,50.811596,5498.8423,['1221_2LT001'],216,1,"['PLO1AA1' 'PLO1AB1' 'PLO1AD1' 'PLO1AA2' 'PLO1AB2' 'PLO1AD2' 'PLO1AA3'
 'PLO1AB3' 'PLO1AD3']",216,9
1222_0LT001,1479.479,50.476093,3688.0105,['1222_0LT001'],144,1,['G1QALA1' 'G1QALB1' 'G1QALA2' 'G1QALB2' 'G1QALA3' 'G1QALB3'],144,6
1222_1LT001,2274.8896,49.103035,5429.094,['1222_1LT001'],216,1,"['VL1OQA1' 'VL1OQB1' 'VL1OQC1' 'VL1OQA2' 'VL1OQB2' 'VL1OQC2' 'VL1OQA3'
 'VL1OQB3' 'VL1OQC3']",216,9
1222_2LT001,2122.545,49.339256,5364.495,['1222_2LT001'],216,1,"['9AGQPA1' '9AGQPB1' '9AGQPD1' '9AGQPA2' '9AGQPB2' '9AGQPD2' '9AGQPA3'
 '9AGQPB3' '9AGQPD3']",216,9
1223_0LT001,2466.435,47.870415,6124.96,['1223_0LT001'],240,1,"['GQ9ALB1' 'GQ9ALD1' 'GQ9ALB2' 'GQ9ALD2' 'GQ9ALB3' 'GQ9ALD3' 'GQ9ALB4'
 'GQ9ALD4' 'GQ9ALB5' 'GQ9ALD5']",240,10
1223_1LT001,2176.3738,52.18071,5421.662,['1223_1LT001'],216,1,"['G3OAQA1' 'G3OAQB1' 'G3OAQC1' 'G3OAQA2' 'G3OAQB2' 'G3OAQC2' 'G3OAQA3'
 'G3OAQB3' 'G3OAQC3']",216,9
1224_0LT001,2123.2764,49.813797,4978.695,['1224_0LT001'],216,1,"['V3LPAA1' 'V3LPAB1' 'V3LPAD1' 'V3LPAA2' 'V3LPAB2' 'V3LPAD2' 'V3LPAA3'
 'V3LPAB3' 'V3LPAD3']",216,9
1224_1LT001,478.25137,43.722645,1214.6823,['1224_1LT001'],48,1,['1G9LQB1' '1G9LQB2'],48,2
1224_2LT001,2387.0938,48.958187,6023.833,['1224_2LT001'],240,1,"['O9P1LB1' 'O9P1LD1' 'O9P1LB2' 'O9P1LD2' 'O9P1LB3' 'O9P1LD3' 'O9P1LB4'
 'O9P1LD4' 'O9P1LB5' 'O9P1LD5']",240,10
1225_0LT001,2276.5435,46.324604,5401.6587,['1225_0LT001'],216,1,"['Q3LOGA1' 'Q3LOGB1' 'Q3LOGD1' 'Q3LOGA2' 'Q3LOGB2' 'Q3LOGD2' 'Q3LOGA3'
 'Q3LOGB3' 'Q3LOGD3']",216,9
1225_1LT001,871.49725,44.830708,2442.1257,['1225_1LT001'],96,1,['Q9OG3B1' 'Q9OG3D1' 'Q9OG3B2' 'Q9OG3D2'],96,4
1225_2LT001,417.8957,55.786804,1271.4183,['1225_2LT001'],48,1,['VGA1PB1' 'VGA1PB2'],48,2
1226_0LT001,983.3394,49.208256,2428.5415,['1226_0LT001'],96,1,['QGOAVB1' 'QGOAVD1' 'QGOAVB2' 'QGOAVD2'],96,4
1226_1LT001,465.5884,52.145386,1097.686,['1226_1LT001'],48,1,['V3O1LB1' 'V3O1LB2'],48,2
1227_0LT001,2143.9922,48.39253,5289.2515,['1227_0LT001'],216,1,"['93QOAA1' '93QOAB1' '93QOAC1' '93QOAA2' '93QOAB2' '93QOAC2' '93QOAA3'
 '93QOAB3' '93QOAC3']",216,9
1227_1LT001,2234.504,51.03051,5710.1143,['1227_1LT001'],216,1,"['G3L9AA1' 'G3L9AB1' 'G3L9AC1' 'G3L9AA2' 'G3L9AB2' 'G3L9AC2' 'G3L9AA3'
 'G3L9AB3' 'G3L9AC3']",216,9
1228_0LT001,928.1099,45.5529,2487.9402,['1228_0LT001'],96,1,['PV391B1' 'PV391D1' 'PV391B2' 'PV391D2'],96,4
1228_1LT001,2343.8071,49.64114,5290.4717,['1228_1LT001'],216,1,"['3GA9LA1' '3GA9LB1' '3GA9LD1' '3GA9LA2' '3GA9LB2' '3GA9LD2' '3GA9LA3'
 '3GA9LB3' '3GA9LD3']",216,9
1228_2LT001,2102.6821,49.31047,5623.001,['1228_2LT001'],216,1,"['VL1QPA1' 'VL1QPB1' 'VL1QPD1' 'VL1QPA2' 'VL1QPB2' 'VL1QPD2' 'VL1QPA3'
 'VL1QPB3' 'VL1QPD3']",216,9
1228_3LT001,2126.2795,53.57916,5461.7827,['1228_3LT001'],216,1,"['3VOLQA1' '3VOLQB1' '3VOLQD1' '3VOLQA2' '3VOLQB2' '3VOLQD2' '3VOLQA3'
 '3VOLQB3' '3VOLQD3']",216,9
1229_0LT001,2108.9915,51.954704,5359.36,['1229_0LT001'],216,1,"['O9PQGA1' 'O9PQGB1' 'O9PQGD1' 'O9PQGA2' 'O9PQGB2' 'O9PQGD2' 'O9PQGA3'
 'O9PQGB3' 'O9PQGD3']",216,9
1229_1LT001,2120.9963,47.660587,5565.017,['1229_1LT001'],216,1,"['LPAV3A1' 'LPAV3B1' 'LPAV3D1' 'LPAV3A2' 'LPAV3B2' 'LPAV3D2' 'LPAV3A3'
 'LPAV3B3' 'LPAV3D3']",216,9
1230_0LT001,2026.5217,49.673748,5926.3657,['1230_0LT001'],216,1,"['LAOQ1A1' 'LAOQ1B1' 'LAOQ1C1' 'LAOQ1A2' 'LAOQ1B2' 'LAOQ1C2' 'LAOQ1A3'
 'LAOQ1B3' 'LAOQ1C3']",216,9
1230_1LT001,2067.8093,51.419342,5629.3867,['1230_1LT001'],216,1,"['LAGVQA1' 'LAGVQB1' 'LAGVQD1' 'LAGVQA2' 'LAGVQB2' 'LAGVQD2' 'LAGVQA3'
 'LAGVQB3' 'LAGVQD3']",216,9
1230_2LT001,521.9866,51.151524,1264.8389,['1230_2LT001'],48,1,['LQ1APB1' 'LQ1APB2'],48,2
1231_0LT001,2552.288,49.149685,6265.4536,['1231_0LT001'],240,1,"['QGL3OB1' 'QGL3OC1' 'QGL3OB2' 'QGL3OC2' 'QGL3OB3' 'QGL3OC3' 'QGL3OB4'
 'QGL3OC4' 'QGL3OB5' 'QGL3OC5']",240,10
1231_1LT001,914.80945,49.528965,2584.2317,['1231_1LT001'],96,1,['QA3LVB1' 'QA3LVD1' 'QA3LVB2' 'QA3LVD2'],96,4
1231_2LT001,2247.108,50.924217,5281.6543,['1231_2LT001'],216,1,"['GO9V3A1' 'GO9V3B1' 'GO9V3C1' 'GO9V3A2' 'GO9V3B2' 'GO9V3C2' 'GO9V3A3'
 'GO9V3B3' 'GO9V3C3']",216,9
1231_3LT001,2327.2498,51.692337,5454.559,['1231_3LT001'],216,1,"['PVL19A1' 'PVL19B1' 'PVL19D1' 'PVL19A2' 'PVL19B2' 'PVL19D2' 'PVL19A3'
 'PVL19B3' 'PVL19D3']",216,9
1232_0LT001,2184.7256,49.111942,5356.172,['1232_0LT001'],216,1,"['3PAQ9A1' '3PAQ9B1' '3PAQ9D1' '3PAQ9A2' '3PAQ9B2' '3PAQ9D2' '3PAQ9A3'
 '3PAQ9B3' '3PAQ9D3']",216,9
1232_1LT001,901.30347,52.382214,2223.9204,['1232_1LT001'],96,1,['ALOG1B1' 'ALOG1D1' 'ALOG1B2' 'ALOG1D2'],96,4
1233_0LT001,2249.5823,51.45079,5749.391,['1233_0LT001'],216,1,"['1LQVGA1' '1LQVGB1' '1LQVGD1' '1LQVGA2' '1LQVGB2' '1LQVGD2' '1LQVGA3'
 '1LQVGB3' '1LQVGD3']",216,9
1233_1LT001,2072.5422,53.309135,5905.141,['1233_1LT001'],216,1,"['1OLG9A1' '1OLG9B1' '1OLG9D1' '1OLG9A2' '1OLG9B2' '1OLG9D2' '1OLG9A3'
 '1OLG9B3' '1OLG9D3']",216,9
1234_0LT001,2156.1143,49.699512,5022.016,['1234_0LT001'],216,1,"['O3APGA1' 'O3APGB1' 'O3APGD1' 'O3APGA2' 'O3APGB2' 'O3APGD2' 'O3APGA3'
 'O3APGB3' 'O3APGD3']",216,9
1234_1LT001,1528.1204,47.61188,3808.2576,['1234_1LT001'],144,1,['P1GOLA1' 'P1GOLB1' 'P1GOLA2' 'P1GOLB2' 'P1GOLA3' 'P1GOLB3'],144,6
1234_2LT001,2019.6803,52.048923,5289.311,['1234_2LT001'],216,1,"['PAQ1OA1' 'PAQ1OB1' 'PAQ1OD1' 'PAQ1OA2' 'PAQ1OB2' 'PAQ1OD2' 'PAQ1OA3'
 'PAQ1OB3' 'PAQ1OD3']",216,9
1235_0LT001,2459.487,49.9279,6206.032,['1235_0LT001'],240,1,"['Q1OALB1' 'Q1OALD1' 'Q1OALB2' 'Q1OALD2' 'Q1OALB3' 'Q1OALD3' 'Q1OALB4'
 'Q1OALD4' 'Q1OALB5' 'Q1OALD5']",240,10
1235_1LT001,2147.583,50.75967,5249.426,['1235_1LT001'],216,1,"['G1AO3A1' 'G1AO3B1' 'G1AO3C1' 'G1AO3A2' 'G1AO3B2' 'G1AO3C2' 'G1AO3A3'
 'G1AO3B3' 'G1AO3C3']",216,9
1235_2LT001,2055.852,49.824665,5311.5845,['1235_2LT001'],216,1,"['3VQA9A1' '3VQA9B1' '3VQA9D1' '3VQA9A2' '3VQA9B2' '3VQA9D2' '3VQA9A3'
 '3VQA9B3' '3VQA9D3']",216,9
1235_3LT001,2230.7947,53.545036,5402.444,['1235_3LT001'],216,1,"['G3OQAA1' 'G3OQAB1' 'G3OQAD1' 'G3OQAA2' 'G3OQAB2' 'G3OQAD2' 'G3OQAA3'
 'G3OQAB3' 'G3OQAD3']",216,9
1236_0LT001,2247.3535,45.62709,5102.778,['1236_0LT001'],216,1,"['PAL31A1' 'PAL31B1' 'PAL31C1' 'PAL31A2' 'PAL31B2' 'PAL31C2' 'PAL31A3'
 'PAL31B3' 'PAL31C3']",216,9
1236_1LT001,2059.4382,47.856716,5710.5146,['1236_1LT001'],216,1,"['APGO9A1' 'APGO9B1' 'APGO9D1' 'APGO9A2' 'APGO9B2' 'APGO9D2' 'APGO9A3'
 'APGO9B3' 'APGO9D3']",216,9
1237_0LT001,2268.619,49.29204,6097.5796,['1237_0LT001'],240,1,"['QO9LPB1' 'QO9LPD1' 'QO9LPB2' 'QO9LPD2' 'QO9LPB3' 'QO9LPD3' 'QO9LPB4'
 'QO9LPD4' 'QO9LPB5' 'QO9LPD5']",240,10
1237_1LT001,2254.0867,46.674862,5561.9946,['1237_1LT001'],216,1,"['GLPOVA1' 'GLPOVB1' 'GLPOVC1' 'GLPOVA2' 'GLPOVB2' 'GLPOVC2' 'GLPOVA3'
 'GLPOVB3' 'GLPOVC3']",216,9
1238_0LT001,864.52277,48.297638,2567.8445,['1238_0LT001'],96,1,['13ALPB1' '13ALPD1' '13ALPB2' '13ALPD2'],96,4
1238_1LT001,2182.223,50.193905,5433.3843,['1238_1LT001'],216,1,"['GA3PQA1' 'GA3PQB1' 'GA3PQD1' 'GA3PQA2' 'GA3PQB2' 'GA3PQD2' 'GA3PQA3'
 'GA3PQB3' 'GA3PQD3']",216,9
1238_2LT001,1504.538,52.11079,3687.4043,['1238_2LT001'],144,1,['3QG9PA1' '3QG9PB1' '3QG9PA2' '3QG9PB2' '3QG9PA3' '3QG9PB3'],144,6
1239_0LT001,1388.7659,51.96495,3902.1887,['1239_0LT001'],144,1,['OQALGA1' 'OQALGB1' 'OQALGA2' 'OQALGB2' 'OQALGA3' 'OQALGB3'],144,6
1239_1LT001,1958.113,49.23729,5403.707,['1239_1LT001'],216,1,"['9GQOAA1' '9GQOAB1' '9GQOAD1' '9GQOAA2' '9GQOAB2' '9GQOAD2' '9GQOAA3'
 '9GQOAB3' '9GQOAD3']",216,9
1240_0LT001,1441.273,53.111305,3668.816,['1240_0LT001'],144,1,['V3G9OA1' 'V3G9OB1' 'V3G9OA2' 'V3G9OB2' 'V3G9OA3' 'V3G9OB3'],144,6
1240_1LT001,469.10217,53.104664,1113.9252,['1240_1LT001'],48,1,['VO9PAB1' 'VO9PAB2'],48,2
1240_2LT001,435.218,55.21306,1147.1489,['1240_2LT001'],48,1,['O1G9AB1' 'O1G9AB2'],48,2
1240_3LT001,2144.2258,48.371975,5452.8955,['1240_3LT001'],216,1,"['AGOQPA1' 'AGOQPB1' 'AGOQPC1' 'AGOQPA2' 'AGOQPB2' 'AGOQPC2' 'AGOQPA3'
 'AGOQPB3' 'AGOQPC3']",216,9
1241_0LT001,2003.4001,49.26104,5098.8013,['1241_0LT001'],216,1,"['PVGOLA1' 'PVGOLB1' 'PVGOLD1' 'PVGOLA2' 'PVGOLB2' 'PVGOLD2' 'PVGOLA3'
 'PVGOLB3' 'PVGOLD3']",216,9
1241_1LT001,2296.5627,49.943436,5039.9937,['1241_1LT001'],216,1,"['LAPQOA1' 'LAPQOB1' 'LAPQOD1' 'LAPQOA2' 'LAPQOB2' 'LAPQOD2' 'LAPQOA3'
 'LAPQOB3' 'LAPQOD3']",216,9
1241_2LT001,2099.9146,51.1928,5393.964,['1241_2LT001'],216,1,"['LQO1GA1' 'LQO1GB1' 'LQO1GD1' 'LQO1GA2' 'LQO1GB2' 'LQO1GD2' 'LQO1GA3'
 'LQO1GB3' 'LQO1GD3']",216,9
1242_0LT001,2540.7183,53.238125,6102.831,['1242_0LT001'],240,1,"['VALQ3B1' 'VALQ3D1' 'VALQ3B2' 'VALQ3D2' 'VALQ3B3' 'VALQ3D3' 'VALQ3B4'
 'VALQ3D4' 'VALQ3B5' 'VALQ3D5']",240,10
1242_1LT001,2218.651,54.175945,5520.678,['1242_1LT001'],216,1,"['P3OA9A1' 'P3OA9B1' 'P3OA9D1' 'P3OA9A2' 'P3OA9B2' 'P3OA9D2' 'P3OA9A3'
 'P3OA9B3' 'P3OA9D3']",216,9
1243_0LT001,1451.3898,45.96917,3625.5063,['1243_0LT001'],144,1,['QL1AVA1' 'QL1AVB1' 'QL1AVA2' 'QL1AVB2' 'QL1AVA3' 'QL1AVB3'],144,6
1243_1LT001,2125.6423,50.028538,5598.024,['1243_1LT001'],216,1,"['GLO19A1' 'GLO19B1' 'GLO19C1' 'GLO19A2' 'GLO19B2' 'GLO19C2' 'GLO19A3'
 'GLO19B3' 'GLO19C3']",216,9
1244_0LT001,2148.7832,50.66977,5167.4507,['1244_0LT001'],216,1,"['LGQP1A1' 'LGQP1B1' 'LGQP1D1' 'LGQP1A2' 'LGQP1B2' 'LGQP1D2' 'LGQP1A3'
 'LGQP1B3' 'LGQP1D3']",216,9
1244_1LT001,2322.4329,51.197598,5386.554,['1244_1LT001'],216,1,"['VQA1GA1' 'VQA1GB1' 'VQA1GD1' 'VQA1GA2' 'VQA1GB2' 'VQA1GD2' 'VQA1GA3'
 'VQA1GB3' 'VQA1GD3']",216,9
1245_0LT001,2180.2173,48.926098,5064.449,['1245_0LT001'],216,1,"['V9OLAA1' 'V9OLAB1' 'V9OLAC1' 'V9OLAA2' 'V9OLAB2' 'V9OLAC2' 'V9OLAA3'
 'V9OLAB3' 'V9OLAC3']",216,9
1245_1LT001,1370.962,47.512047,3738.707,['1245_1LT001'],144,1,['39AL1A1' '39AL1B1' '39AL1A2' '39AL1B2' '39AL1A3' '39AL1B3'],144,6
1245_2LT001,1369.7832,49.79161,3515.1108,['1245_2LT001'],144,1,['1AL3GA1' '1AL3GB1' '1AL3GA2' '1AL3GB2' '1AL3GA3' '1AL3GB3'],144,6
1245_3LT001,2192.7803,51.162777,5607.107,['1245_3LT001'],216,1,"['GO93QA1' 'GO93QB1' 'GO93QD1' 'GO93QA2' 'GO93QB2' 'GO93QD2' 'GO93QA3'
 'GO93QB3' 'GO93QD3']",216,9
1245_4LT001,500.06522,46.88014,1154.1079,['1245_4LT001'],48,1,['AO3PLB1' 'AO3PLB2'],48,2
1245_5LT001,2256.1091,50.677883,5369.6045,['1245_5LT001'],216,1,"['VGQ3PA1' 'VGQ3PB1' 'VGQ3PC1' 'VGQ3PA2' 'VGQ3PB2' 'VGQ3PC2' 'VGQ3PA3'
 'VGQ3PB3' 'VGQ3PC3']",216,9
1245_6LT001,2126.0002,49.57009,5074.0874,['1245_6LT001'],216,1,"['O9AVGA1' 'O9AVGB1' 'O9AVGD1' 'O9AVGA2' 'O9AVGB2' 'O9AVGD2' 'O9AVGA3'
 'O9AVGB3' 'O9AVGD3']",216,9
1246_0LT001,956.8215,46.666935,2349.646,['1246_0LT001'],96,1,['AO13LB1' 'AO13LD1' 'AO13LB2' 'AO13LD2'],96,4
1246_1LT001,2112.3945,50.68775,5427.3774,['1246_1LT001'],216,1,"['319QVA1' '319QVB1' '319QVD1' '319QVA2' '319QVB2' '319QVD2' '319QVA3'
 '319QVB3' '319QVD3']",216,9
1246_2LT001,924.4633,52.71535,2321.8696,['1246_2LT001'],96,1,['1LGOAB1' '1LGOAD1' '1LGOAB2' '1LGOAD2'],96,4
1246_3LT001,1028.504,49.231678,2233.3154,['1246_3LT001'],96,1,['QP1LVB1' 'QP1LVD1' 'QP1LVB2' 'QP1LVD2'],96,4
1246_4LT001,414.62686,61.574432,1241.0468,['1246_4LT001'],48,1,['AG1LOB1' 'AG1LOB2'],48,2
1247_0LT001,907.5199,52.703373,2398.274,['1247_0LT001'],96,1,['P93QVB1' 'P93QVD1' 'P93QVB2' 'P93QVD2'],96,4
1247_1LT001,2166.806,48.97172,5266.3726,['1247_1LT001'],216,1,"['V1GP9A1' 'V1GP9B1' 'V1GP9D1' 'V1GP9A2' 'V1GP9B2' 'V1GP9D2' 'V1GP9A3'
 'V1GP9B3' 'V1GP9D3']",216,9
1248_0LT001,1030.21,43.702595,2316.4595,['1248_0LT001'],96,1,['31GQPB1' '31GQPD1' '31GQPB2' '31GQPD2'],96,4
1248_1LT001,2173.577,50.634922,5329.17,['1248_1LT001'],216,1,"['OL9Q1A1' 'OL9Q1B1' 'OL9Q1C1' 'OL9Q1A2' 'OL9Q1B2' 'OL9Q1C2' 'OL9Q1A3'
 'OL9Q1B3' 'OL9Q1C3']",216,9
1248_2LT001,2327.5742,49.071415,5401.6133,['1248_2LT001'],216,1,"['19GPQA1' '19GPQB1' '19GPQC1' '19GPQA2' '19GPQB2' '19GPQC2' '19GPQA3'
 '19GPQB3' '19GPQC3']",216,9
1248_3LT001,2228.297,50.51757,5077.4805,['1248_3LT001'],216,1,"['L9OPGA1' 'L9OPGB1' 'L9OPGD1' 'L9OPGA2' 'L9OPGB2' 'L9OPGD2' 'L9OPGA3'
 'L9OPGB3' 'L9OPGD3']",216,9
1248_4LT001,1027.2062,49.59349,2029.8619,['1248_4LT001'],96,1,['LGQ1VB1' 'LGQ1VD1' 'LGQ1VB2' 'LGQ1VD2'],96,4
1249_0LT001,902.50336,55.286774,2309.0383,['1249_0LT001'],96,1,['L3QO9B1' 'L3QO9D1' 'L3QO9B2' 'L3QO9D2'],96,4
1249_1LT001,2127.6672,46.33287,5405.025,['1249_1LT001'],216,1,"['P9GQLA1' 'P9GQLB1' 'P9GQLC1' 'P9GQLA2' 'P9GQLB2' 'P9GQLC2' 'P9GQLA3'
 'P9GQLB3' 'P9GQLC3']",216,9
1250_0LT001,2071.4595,49.265224,5393.0,['1250_0LT001'],216,1,"['AOP39A1' 'AOP39B1' 'AOP39D1' 'AOP39A2' 'AOP39B2' 'AOP39D2' 'AOP39A3'
 'AOP39B3' 'AOP39D3']",216,9
1250_1LT001,2101.5522,49.148533,5521.623,['1250_1LT001'],216,1,"['9PQA3A1' '9PQA3B1' '9PQA3D1' '9PQA3A2' '9PQA3B2' '9PQA3D2' '9PQA3A3'
 '9PQA3B3' '9PQA3D3']",216,9
1250_2LT001,2170.427,51.632885,5264.9194,['1250_2LT001'],216,1,"['QAPG1A1' 'QAPG1B1' 'QAPG1D1' 'QAPG1A2' 'QAPG1B2' 'QAPG1D2' 'QAPG1A3'
 'QAPG1B3' 'QAPG1D3']",216,9
1250_3LT001,2184.6973,49.506027,5567.3003,['1250_3LT001'],216,1,"['3PL9OA1' '3PL9OB1' '3PL9OD1' '3PL9OA2' '3PL9OB2' '3PL9OD2' '3PL9OA3'
 '3PL9OB3' '3PL9OD3']",216,9
1251_0LT001,884.2094,44.697327,2492.017,['1251_0LT001'],96,1,['VO3GQB1' 'VO3GQD1' 'VO3GQB2' 'VO3GQD2'],96,4
1251_1LT001,2278.0393,51.631893,5245.012,['1251_1LT001'],216,1,"['PO3QAA1' 'PO3QAB1' 'PO3QAD1' 'PO3QAA2' 'PO3QAB2' 'PO3QAD2' 'PO3QAA3'
 'PO3QAB3' 'PO3QAD3']",216,9
1251_2LT001,2320.6963,46.90292,5458.3345,['1251_2LT001'],216,1,"['P93ALA1' 'P93ALB1' 'P93ALD1' 'P93ALA2' 'P93ALB2' 'P93ALD2' 'P93ALA3'
 'P93ALB3' 'P93ALD3']",216,9
1251_3LT001,458.23297,58.349304,1054.4785,['1251_3LT001'],48,1,['O91AVB1' 'O91AVB2'],48,2
1252_0LT001,942.84204,52.935017,2475.3586,['1252_0LT001'],96,1,['V1A9QB1' 'V1A9QD1' 'V1A9QB2' 'V1A9QD2'],96,4
1252_1LT001,495.9071,54.871,1313.8805,['1252_1LT001'],48,1,['OVGL1B1' 'OVGL1B2'],48,2
1252_2LT001,928.36285,50.38928,2607.7363,['1252_2LT001'],96,1,['93QAGB1' '93QAGD1' '93QAGB2' '93QAGD2'],96,4
1253_0LT001,2163.1191,47.016098,5508.8335,['1253_0LT001'],216,1,"['VO391A1' 'VO391B1' 'VO391C1' 'VO391A2' 'VO391B2' 'VO391C2' 'VO391A3'
 'VO391B3' 'VO391C3']",216,9
1253_1LT001,2090.609,49.700146,5266.0986,['1253_1LT001'],216,1,"['9GL3OA1' '9GL3OB1' '9GL3OC1' '9GL3OA2' '9GL3OB2' '9GL3OC2' '9GL3OA3'
 '9GL3OB3' '9GL3OC3']",216,9
1253_2LT001,1300.6288,50.862118,3596.3357,['1253_2LT001'],144,1,['AOPGVA1' 'AOPGVB1' 'AOPGVA2' 'AOPGVB2' 'AOPGVA3' 'AOPGVB3'],144,6
1254_0LT001,2194.1465,49.71124,5490.343,['1254_0LT001'],216,1,"['AO1L3A1' 'AO1L3B1' 'AO1L3C1' 'AO1L3A2' 'AO1L3B2' 'AO1L3C2' 'AO1L3A3'
 'AO1L3B3' 'AO1L3C3']",216,9
1254_1LT001,1449.9242,48.21208,3462.7554,['1254_1LT001'],144,1,['9OQLAA1' '9OQLAB1' '9OQLAA2' '9OQLAB2' '9OQLAA3' '9OQLAB3'],144,6
1254_2LT001,2259.2222,52.040085,5257.0522,['1254_2LT001'],216,1,"['PQ3A1A1' 'PQ3A1B1' 'PQ3A1C1' 'PQ3A1A2' 'PQ3A1B2' 'PQ3A1C2' 'PQ3A1A3'
 'PQ3A1B3' 'PQ3A1C3']",216,9
1255_0LT001,480.13602,52.88854,1061.7131,['1255_0LT001'],48,1,['LOP93B1' 'LOP93B2'],48,2
1255_1LT001,2130.9636,52.16577,5342.1167,['1255_1LT001'],216,1,"['GLP3OA1' 'GLP3OB1' 'GLP3OC1' 'GLP3OA2' 'GLP3OB2' 'GLP3OC2' 'GLP3OA3'
 'GLP3OB3' 'GLP3OC3']",216,9
1255_2LT001,468.8254,51.3161,1466.37,['1255_2LT001'],48,1,['AGL1OB1' 'AGL1OB2'],48,2
1256_0LT001,2193.143,47.534756,5378.537,['1256_0LT001'],216,1,"['A9PGQA1' 'A9PGQB1' 'A9PGQD1' 'A9PGQA2' 'A9PGQB2' 'A9PGQD2' 'A9PGQA3'
 'A9PGQB3' 'A9PGQD3']",216,9
1256_1LT001,2118.0232,48.438553,5612.656,['1256_1LT001'],216,1,"['9QVGOA1' '9QVGOB1' '9QVGOC1' '9QVGOA2' '9QVGOB2' '9QVGOC2' '9QVGOA3'
 '9QVGOB3' '9QVGOC3']",216,9
1256_2LT001,2135.505,49.33238,5340.4893,['1256_2LT001'],216,1,"['ALP31A1' 'ALP31B1' 'ALP31C1' 'ALP31A2' 'ALP31B2' 'ALP31C2' 'ALP31A3'
 'ALP31B3' 'ALP31C3']",216,9
1257_0LT001,2169.6738,50.430305,5476.9653,['1257_0LT001'],216,1,"['G91OPA1' 'G91OPB1' 'G91OPD1' 'G91OPA2' 'G91OPB2' 'G91OPD2' 'G91OPA3'
 'G91OPB3' 'G91OPD3']",216,9
1257_1LT001,2155.2302,47.900894,5205.2563,['1257_1LT001'],216,1,"['3P1VOA1' '3P1VOB1' '3P1VOD1' '3P1VOA2' '3P1VOB2' '3P1VOD2' '3P1VOA3'
 '3P1VOB3' '3P1VOD3']",216,9
1258_0LT001,2166.7717,52.296867,5774.7324,['1258_0LT001'],216,1,"['L1A93A1' 'L1A93B1' 'L1A93C1' 'L1A93A2' 'L1A93B2' 'L1A93C2' 'L1A93A3'
 'L1A93B3' 'L1A93C3']",216,9
1258_1LT001,462.19263,48.641094,1072.5447,['1258_1LT001'],48,1,['GQL1AB1' 'GQL1AB2'],48,2
1259_0LT001,492.5574,47.083164,1148.7909,['1259_0LT001'],48,1,['QOAG3B1' 'QOAG3B2'],48,2
